md5hash,fitzpatrick_scale,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,,image_path
1ef8579148c357fd35fc7029f0aaede1,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail43.jpg
eff7f8d34ec480f491f4cf71449976b0,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail36.jpg
9edd8cb77452f8ea4a1deec12d2c8181,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/parapsoriasis-large-plaque/parapsoriasis-large-plaque5.jpg
9c2f9fa6b47c11185aafa1ff6edd4027,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis72.jpg
5b2c111270074a180ddc6d29c518c773,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-of-hands/psoriasis-of-hands5.jpg
fb56c3668d6c396a55f552dffbf2dce2,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-psoriasis_after_erysipelas/psoriasis-psoriasis_after_erysipelas4.jpg
d34824713baf81e9ec104e6c1d8b9791,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate24.jpg
9bf25f5c239b6db281195377f1a03815,1,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque3.jpg
0b3fa8c345e4d62b400471b5a43333bf,4,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/parapsoriasis-large-plaque/parapsoriasis-large-plaque2.jpg
ba6f2488d4d99cd5c620e50402f5f6d7,2,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-arthropathica/psoriasis-arthropathica1.jpg
98b94213a834c040f5e887ba5d21d4bc,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis43.jpg
5cfaa879c8fe87791fe493788b80a4fa,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-arthropathica/psoriasis-arthropathica13.jpg
b572a8469608f5ee354739af08e20296,6,6,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis73.jpg
de99631149ad8d15f2eea01a893eae9c,2,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-arthropathica/psoriasis-arthropathica5.jpg
e5f5a6b8a509d4240eea324137d18567,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp21.jpg
0e9a7fe48bbedb09de2d2d832c19a55c,-1,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail18.jpg
a73c5ecd524b5510f0b7892b3b7d1801,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque12.jpg
70f31890ea7e4f8fcacdd1d1fff66233,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa19.jpg
fb7ad216ce344af87448d3fecace55a9,4,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp27.jpg
55a4b6901bee34867d9198a6ceaebd0b,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child1.jpg
0c45d783426a42d47a6135f64a58d07c,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail103.jpg
3ad9b823feb7c6b84ff2c6e2ec7d9c63,5,5,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-arthropathica/psoriasis-arthropathica4.jpg
63871961be060d19f7bb67380df6e407,5,6,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail7.jpg
93deafd15078d01b3760be8683eaca98,3,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp18.jpg
720cf31558966c82c118ab75b50632eb,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate22.jpg
7cf0ddd939d3579cb679cde71d0704c3,3,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque20.jpg
63237a96f85ec647e9325274740fbdfc,-1,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp25.jpg
6cd2f2661be14a64864665be664dad46,3,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis39.jpg
15b3ea9dd1bbfcf698beb68ae5ac0e9a,5,5,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp28.jpg
1e71698eb01fdd1a14e643fe31aa9b17,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/parapsoriasis-large-plaque/parapsoriasis-large-plaque9.jpg
cbe88539d67114ff5429558922f17bee,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital19.jpg
48231f9d404b24ffe4a3f7c13a961f3f,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-arthropathica/psoriasis-arthropathica11.jpg
e9d67eb5805c582b4194e05a30d7c3fb,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis35.jpg
c4e5f447f763122b3f2eb371089b937a,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis33.jpg
fbbe66ef7349a43a24e8197c58f4a46b,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-arthropathica/psoriasis-arthropathica10.jpg
2d98cae7dc477c64acc9a01421821664,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-of-hands/psoriasis-of-hands2.jpg
e315386a7e0883b63baa90837ebd58cb,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa20.jpg
7a4671ab83d44ddd04ef516ddc9efd03,3,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail37.jpg
e8030574bb5dd11b9bf3c118aa7b38b9,5,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis12.jpg
574ae89109eb5ed92dcb1a5476ae3182,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis16.jpg
406cdf60fba69b9beac0aca89de79410,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate16.jpg
af09fdd711f9f22abd4e7d66a92cfcd2,-1,5,psoriasis,inflammatory,non-neoplastic,5 Potentially,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis34.jpg
4ea41ea6b00f40ff6704d14be3c5a59a,5,5,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail16.jpg
d43d015f22edcf41955525da26917a13,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque17.jpg
5e9033572bac340eb0c045c18135fba6,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail109.jpg
0be7804d07b504138d889211ad7829e0,4,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa35.jpg
51b3c4a7cc25da63c438edc9d2d5e749,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa41.jpg
951a3fa80302ca1a8f1952e945ce0116,3,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail1.jpg
6b21fdf69de68747c95c0be893b75be7,3,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis90.jpg
7cf8364f2e214e8a635d27b72e3c71cb,2,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp2.jpg
29f19e55aa48a4f06d5cf270bdc608bb,4,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child7.jpg
feb9eb8fa62d3cf4ad7bc8ae9b24503f,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child6.jpg
0b4cfa84dbea86bdfad0915394b2132a,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail46.jpg
b66e7a354af2f83fffe13010cacfa2f8,3,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque9.jpg
a5c26a700c02cd194761f72d84b9bc78,5,5,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-psoriasis_after_erysipelas/psoriasis-psoriasis_after_erysipelas3.jpg
245748cdc16cd75c81615f233f69d3fe,6,5,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-of-hands/psoriasis-of-hands11.jpg
813374d1fcf51aff53ad5227bb4131b2,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate26.jpg
708c8bfa213e0abe7b60cd8cb92468b1,4,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail21.jpg
404ca7d6677a18f9402d80ecbdc87b9f,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital18.jpg
d241595ed6169f3a4a74d7c634702a91,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque37.jpg
eeed435bdb04682ec6212726226918ec,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis87.jpg
49aea559a766c1ce6833b161563c3423,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis74.jpg
efb75626955fb2e4fdafeccc062b34c9,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-arthropathica/psoriasis-arthropathica21.jpg
ea22de259c6ef564e319fc1eab00e8e9,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis12.jpg
637ca1add4e6e3b0376c31e898f39a11,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail6.jpg
68048d869230cfad4c9c85c69f34128d,3,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp13.jpg
14c6eb303a454fd203abbcd807d23998,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-arthropathica/psoriasis-arthropathica17.jpg
f0b7dce3fda2bb0b0baf6a8d64b7a060,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child12.jpg
350e8caf331f8ace154acfc9057bf067,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/inverse_psoriasis/inverse_psoriasis6.jpg
c67dbf3c109c9064eeed5b10eb42a0eb,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque8.jpg
4106b3ce4345fb05c8061fd3ae723b9b,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail59.jpg
7b1e36bca447787c7bf14c13b0b1e2b7,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis3.jpg
dd1e5341abf790e6740417fb54684174,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis1.jpg
e072f8aab6e81830987e2afa025de24c,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis10.jpg
dba3597c98cd870549bc46882955aeed,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/f/filariasis/filariasis2.jpg
74a589516cc87d39ec8ffe69047ff668,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis28.jpg
7ca31a4b0dbf11ccba790e8bcc99878a,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-pustular/psoriasis-pustular52.jpg
b1f7cd581a222cd988db6872b6862ee6,4,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital25.jpg
2552999ac371ca60d1643512dbfaaa96,3,2,psoriasis,inflammatory,non-neoplastic,4 Other,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail90.jpg
05f68d5d528a87ecfc86288b89b93167,3,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail108.jpg
f27f03b5f7bfa8c74a00b769188349ad,2,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-of-hands/psoriasis-of-hands9.jpg
b457eadc8347f85553b08f11569e77a3,3,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital22.jpg
ac7e6cd36a725787f5cccfaf6e3eeae9,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis13.jpg
045465b6f4dacbe304d189889cd9ad1b,2,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis13.jpg
a1652bdbd557bece0502dab0bcc68108,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child5.jpg
bb7dd975b765819e7d4a015e57fd3229,4,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate19.jpg
d5b2e11c9c5a86021274a11c9ee5b0fd,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate1.jpg
4a7899d4771ae20576cc83e5c45cfdaf,-1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp17.jpg
b2e7402ce2fd07984594337d2efad11d,5,5,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis5.jpg
f1ad469fbb64eaefdf4de626a50cd74d,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis36.jpg
fd50a59d38fec52b1503a7f8b4b6d609,2,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis65.jpg
d3bf903906e4146c491e7045c08cf91f,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa24.jpg
2409cc2bcf825d49b7572b3a1aa33911,3,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp3.jpg
6ad9e4d33c0bfcbc37974945a5bfb0fd,4,6,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis23.jpg
de70e5312cdd170083f0635e1571f4ca,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis84.jpg
e32fe1a69425eef0bfed96da60b7ea26,3,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque28.jpg
0f3b475314c6783a17c9011a9daf3559,-1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa29.jpg
36dd4bc35a43dae47e085dc51a70fa61,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis76.jpg
5c5aa9fccbf1927f85b2efdb2b97eaf9,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis99.jpg
9b1e331319afaaaa5f65b4632551aed2,1,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail113.jpg
e4984a2cef00ed3d8368363e3b348c9c,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital1.jpg
6fc1f2cdff21f259c60af5f2c7aa2848,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis100.jpg
736a41c9adaf208c557e1073b07443db,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail30.jpg
90c7ee8484d06decf46a8369e9a7705d,4,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-palms-soles/psoriasis-palms-soles2.jpg
b88ad66e6aca6709779ca4d9ea74beea,5,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa8.jpg
0442ebbacabe796d1a7ab68a49c34b1a,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail4.jpg
8f5c462175468864c1d9e5bf69a252ce,1,1,psoriasis,inflammatory,non-neoplastic,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate30.jpg
1c0581937f61de730a2257541e416d7d,3,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/o/oxyuriasis/oxyuriasis2.jpg
766bd573ad319a5c96194e99dca42cdc,3,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail100.jpg
af1cd491ba6ae7223f0c474f95b14856,-1,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis8.jpg
3d50f6228ec4fcf558147f7bf5e87624,5,6,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail29.jpg
73404864c586eb4f3d1606086db446e7,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child8.jpg
48bb7f0ed5323ec2cfac56d1d1251495,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-of-hands/psoriasis-of-hands7.jpg
6732435864801725d9b68aa0910e0708,4,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail41.jpg
1c08e45c1183baa66fb7a214fa8652ff,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp16.jpg
229a9055d25d6b193a86402f43c81e80,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital15.jpg
164f56e884fcd6f555aba82e2f2f9fcd,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis63.jpg
bf99256da8fd13473bf64a77b2b76e73,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa43.jpg
20c1b2e96985dba63593dd9b7aab825e,1,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail50.jpg
235ebeb276b0110d92d01f8830b281c2,2,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6294
4e0139c836cf84e31bd6cd098e826ec9,4,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6333
2ed8dcb2fd174a89aef24384e60c68e7,5,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6335
4484246918902ab12221b60f39f8cda7,-1,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6310
1caebc4712239e9a1f6a786ac5591c87,6,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6298
ad704c308469e0daf5ed559675b4b11b,-1,3,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6292
e672dac0d8e357a7a6d9ee5e4fbedfd7,5,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6268
b33df4d9395a2ece47ffb0df1fda85ee,4,3,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6259
77ce32aa7b4c547fd192873ef9ec6485,5,6,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6302
290e52997214bdf1b4a54b5f1ba10ed1,5,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6252
14dac9262858f24b223cb7efa660bd29,2,-1,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6248
a6f451d82e7197c504460505870edb5a,5,3,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6236
3ef28950d53795e0d605c478f9e9453a,-1,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6308
36f7ad16f505b41e198daa4f711a4115,4,2,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6287
fa6e2571142424edd0b25a0ee836162f,2,1,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6275
ce01b20213533e4ab3cf7bc468549342,4,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6328
b6b8225176f10afee9d4c34a88d16db0,1,3,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6238
055b866631a8906530e7c7fb1b872a42,6,6,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6279
8ab9e8d05a07e7a136cb20e694c4751c,5,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6319
6ef1ede4a9a7059f83fb1fd350ab5762,4,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6318
08b0eba886204474a543ce5a14309f7e,4,2,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6330
d08fe653b82372be660a7a0ace43b98e,4,3,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6239
fa574934fa46afe1ab2556ba12429b9b,1,2,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6274
990d78eb61cc7e59bd11061bfa809895,2,2,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6289
6258560e40f1a3e959917f73432ed7bd,4,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6313
4314e44d1afe191afc05172836f5f81a,4,-1,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6267
8a975ed73a1d5c0440f81ab4597efe56,5,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6320
5ef8edc37a4d5d3cb612c8bb6983eada,4,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6331
28d4d389e484c91933b702e41bb96f49,2,-1,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6247
583770aa4fa6983f577554ce1ae842ed,2,2,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6257
18badea04938f2f6cbb844af554f9518,5,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6264
25335e43a144c0bf16050fc213525035,2,2,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6240
